Occurrences,Average Signal Strength (dBm),Average Bit Rate (Mbps),Mac Address
2,-70.5,24.0,0c:3b:50:1d:a5:84
2,-50.0,24.0,e0:9d:31:14:6d:f4
3,-71.33333333333333,24.0,6c:00:6b:2e:f4:15
3,-70.66666666666667,24.0,00:f3:9f:df:35:45
3,-54.333333333333336,24.0,e0:d4:e8:38:b1:11
3,-49.333333333333336,24.0,74:40:bb:29:36:6b
3,-62.666666666666664,24.0,50:23:a2:e3:03:54
3,-65.0,24.0,c0:44:42:b8:9c:ef
3,-46.0,24.0,3c:a6:f6:54:42:32
3,-70.33333333333333,24.0,d4:d7:cf:0d:06:55
3,-58.0,2.5,12:c3:40:da:e9:5f
3,-77.0,24.0,58:6c:25:14:4b:c3
3,-51.333333333333336,24.0,d0:c6:37:3c:02:c1
3,-49.0,24.0,e8:fb:1c:e0:8b:55
3,-72.0,24.0,64:a2:f9:35:b6:50
3,-71.0,24.0,a8:ab:b5:48:d8:27
3,-51.0,24.0,a0:59:50:d2:bf:4a
3,-71.0,24.0,c4:a0:52:73:2c:92
3,-52.666666666666664,24.0,b4:8c:9d:8c:8f:57
3,-52.0,24.0,7c:70:db:db:14:10
3,-49.0,24.0,2c:3b:70:d7:4e:1f
3,-54.0,24.0,04:ed:33:50:3c:ff
3,-52.0,24.0,70:66:55:d8:57:09
3,-66.33333333333333,24.0,dc:91:bf:99:79:ce
3,-51.333333333333336,24.0,68:54:5a:a4:50:01
3,-53.666666666666664,24.0,7c:50:79:05:ec:63
3,-49.666666666666664,24.0,5c:80:b6:91:de:76
3,-55.0,99.48133333333332,64:d6:9a:fd:04:e9
3,-54.0,134.81466666666665,8c:8d:28:2f:ef:e0
3,-51.333333333333336,24.0,ee:41:28:a8:73:c6
3,-59.0,1.0,c2:f8:20:25:fe:ec
3,-55.666666666666664,24.0,34:cf:f6:8f:b9:b6
3,-65.66666666666667,24.0,44:6d:7f:c3:24:92
3,-50.333333333333336,24.0,f2:a3:38:57:92:65
3,-47.666666666666664,24.0,f4:26:79:97:33:6c
3,-53.666666666666664,134.81466666666665,78:2b:46:0f:0e:dd
3,-63.333333333333336,24.0,f2:45:f4:e6:3e:f4
3,-53.0,59.333333333333336,2c:6d:c1:4c:b4:9f
3,-53.666666666666664,24.0,34:6f:24:e3:ed:91
3,-47.0,24.0,c8:89:f3:aa:bb:04
3,-58.0,24.0,98:b8:bc:27:33:e3
3,-74.33333333333333,39.0,f8:89:d2:c7:d7:7a
3,-57.666666666666664,24.0,20:3b:69:64:c7:5e
3,-72.33333333333333,24.0,7e:53:fa:c2:71:be
3,-66.0,24.0,e0:80:6b:e3:0d:2e
3,-66.33333333333333,24.0,80:39:8c:bc:e0:38
3,-49.666666666666664,24.0,a0:78:17:84:20:2b
3,-54.333333333333336,24.0,38:7a:0e:d6:39:36
3,-53.0,24.0,cc:6b:1e:6d:92:e1
3,-49.666666666666664,24.0,94:b8:6d:93:42:2a
3,-72.0,24.0,70:bb:e9:78:66:cc
3,-69.0,1.0,a2:14:5b:65:e6:40
3,-72.66666666666667,24.0,10:ec:81:8f:f5:7e
3,-71.66666666666667,24.0,f2:6d:1d:bf:00:3c
3,-70.0,24.0,34:b9:8d:94:b1:ac
3,-56.0,24.0,54:6c:eb:0f:d9:1c
3,-54.666666666666664,134.81466666666665,e0:d4:e8:97:5d:51
3,-47.0,24.0,90:32:4b:af:db:a3
3,-69.66666666666667,2.5,6e:35:9c:e4:19:a5
3,-65.33333333333333,24.0,fc:aa:b6:62:26:8d
3,-70.66666666666667,1.0,22:48:de:e2:af:1f
3,-71.66666666666667,24.0,94:ad:23:a3:f9:b7
3,-70.33333333333333,24.0,10:ec:81:15:36:9a
3,-51.333333333333336,24.0,f2:6d:22:cf:00:28
3,-64.66666666666667,24.0,88:a3:03:80:3e:9a
3,-58.0,24.0,d8:c0:a6:62:7d:83
3,-70.33333333333333,24.0,1c:0d:7d:80:d1:66
3,-58.0,24.0,10:00:20:0c:c6:1d
3,-52.333333333333336,24.0,7c:70:db:83:de:f2
3,-56.0,24.0,88:64:40:75:92:a4
3,-63.666666666666664,24.0,d8:b0:53:5c:03:a3
3,-64.0,24.0,54:32:c7:e2:69:89
3,-57.666666666666664,24.0,c4:91:0c:b8:2c:fa
3,-47.666666666666664,24.0,c8:58:c0:b1:9a:8b
3,-71.0,24.0,10:9f:41:5a:2c:df
3,-71.0,24.0,30:ab:6a:63:62:c4
3,-55.0,122.29599999999999,60:dd:8e:5d:55:43
3,-55.666666666666664,24.0,d4:8a:39:58:6a:00
3,-57.0,24.0,a8:5b:b7:55:f7:76
3,-48.333333333333336,24.0,cc:47:40:1d:31:58
3,-54.333333333333336,24.0,c8:94:02:7c:f8:95
4,-49.25,24.0,80:91:33:75:d8:dd
4,-54.75,24.0,ac:50:de:61:b3:86
4,-50.25,24.0,5c:ea:1d:b2:ff:f1
4,-64.5,24.0,d4:d7:cf:75:15:e9
4,-50.75,24.0,ac:12:03:41:2d:05
4,-55.75,127.11099999999999,8c:f8:c5:86:0e:b1
4,-50.25,24.0,bc:d0:74:97:4e:80
4,-61.25,24.0,7c:a4:49:81:4c:aa
4,-71.0,24.0,04:bd:bf:ea:e0:bc
4,-67.0,24.0,70:72:fe:60:9e:0a
4,-72.5,24.0,e4:8c:73:b5:10:01
4,-48.75,24.0,c8:94:02:a8:6a:c3
4,-53.25,24.0,8c:f8:c5:5d:99:d1
4,-58.75,1.0,c4:0a:cb:2d:af:00
4,-66.25,24.0,18:e7:b0:1a:bd:b7
4,-54.75,130.0,8c:17:59:4b:67:34
4,-54.25,24.0,f2:76:2a:2f:00:28
4,-54.0,24.0,20:c1:9b:f6:8f:d3
4,-70.75,24.0,54:67:06:98:b1:a1
4,-54.5,14.75,80:45:dd:ab:df:fb
4,-47.25,24.0,2e:7e:aa:af:4e:5c
4,-49.75,24.0,f2:d1:22:0f:00:28
4,-62.0,24.0,bc:1d:89:65:dd:99
4,-50.0,24.0,f2:c5:4d:1f:00:28
4,-71.75,24.0,54:32:c7:5a:b9:63
4,-49.25,24.0,f2:76:0e:cf:00:28
4,-46.25,24.0,20:1e:88:13:fd:4e
4,-63.5,1.0,92:c4:cc:ee:3b:8f
4,-50.5,24.0,38:7a:0e:a3:b6:aa
4,-68.5,24.0,02:f9:f4:4c:c9:6b
4,-49.5,24.0,d0:ab:d5:82:4d:fd
4,-56.75,24.0,1c:91:80:e1:cb:a5
4,-64.25,24.0,1c:cc:d6:e6:22:95
4,-61.5,2.125,72:cb:b3:46:1d:db
4,-65.25,1.0,22:38:96:81:40:95
4,-49.25,24.0,3c:9c:0f:ee:53:09
4,-48.25,24.0,80:d2:1d:c5:6d:af
4,-48.25,24.0,48:51:c5:a3:10:a6
4,-71.0,24.0,bc:f7:30:1f:19:9a
4,-52.75,24.0,18:26:49:ae:e7:87
4,-56.5,24.0,7e:6a:15:d6:29:bf
4,-56.5,24.0,f4:6a:dd:66:9b:4d
4,-50.5,24.0,10:b1:df:52:ee:47
4,-69.0,24.0,98:a5:f9:b5:5a:ba
4,-51.75,24.0,10:f6:0a:ea:ab:19
4,-48.75,24.0,18:3e:ef:f4:21:7c
4,-56.0,24.0,94:e2:3c:4c:94:92
4,-67.0,24.0,d0:49:7c:26:d7:8d
4,-48.5,24.0,3c:22:fb:e3:f9:33
4,-54.5,24.0,bc:17:b8:cc:c1:8f
4,-66.75,24.0,4c:2e:5e:d1:b5:93
4,-72.5,24.0,40:e9:9b:0b:78:51
4,-62.5,1.0,c4:0a:cb:25:af:10
4,-70.25,24.0,24:5e:48:a3:27:5a
4,-50.75,24.0,ac:19:8e:eb:84:d0
4,-53.25,24.0,9c:3e:53:90:bb:93
4,-50.75,24.0,d0:88:0c:7d:da:ef
4,-50.5,24.0,18:3e:ef:f2:c5:88
4,-76.25,24.0,5c:61:99:82:9c:cd
4,-70.5,24.0,e8:fb:e9:b8:b4:c8
4,-71.5,24.0,9c:58:3c:00:78:e8
4,-60.5,24.0,28:02:44:cd:16:a7
4,-53.0,24.0,34:6f:24:c6:f3:3b
4,-52.5,24.0,f8:5e:a0:e2:7e:0d
4,-72.5,24.0,90:a8:22:0a:23:f1
4,-53.25,24.0,18:26:49:cd:00:87
4,-72.25,24.0,d4:a3:3d:38:24:13
4,-54.25,24.0,5c:3a:45:c3:07:07
4,-72.0,24.0,a8:ab:b5:cd:5b:02
4,-51.5,24.0,b4:8c:9d:1b:1e:35
4,-50.0,24.0,3e:8e:20:cd:75:ee
4,-51.25,24.0,76:ad:de:35:5b:6c
4,-49.5,24.0,a8:64:f1:44:d1:f8
4,-61.75,24.0,d0:49:7c:2a:e6:c8
4,-51.75,24.0,c6:56:e0:db:8e:bf
4,-53.0,24.0,76:06:a0:3b:f6:05
4,-66.0,24.0,a6:f0:8a:cd:f7:9f
4,-66.75,24.0,44:16:fa:19:6f:86
4,-54.25,24.0,80:2b:f9:2c:97:bb
4,-70.0,24.0,b0:ca:68:84:48:78
4,-52.0,24.0,8c:7a:aa:f1:7f:e8
4,-50.25,24.0,f0:57:a6:7e:3e:43
4,-50.75,24.0,b2:c8:7c:0d:e3:53
4,-53.0,24.0,4e:f8:d6:99:ff:7c
4,-54.0,24.0,66:74:19:44:82:40
4,-69.75,24.0,60:83:73:0b:37:93
4,-50.25,24.0,38:d5:7a:02:cb:af
4,-71.25,24.0,44:42:01:6a:34:21
4,-50.0,24.0,f2:78:17:df:00:28
4,-71.5,24.0,a2:fd:d1:a7:60:e8
4,-51.75,24.0,50:76:af:99:94:a4
4,-64.75,24.0,10:ec:81:83:ae:52
4,-52.5,24.0,a4:fc:77:43:53:17
4,-71.25,24.0,9c:28:f7:db:5d:52
4,-48.75,24.0,da:96:bf:11:4b:56
4,-53.75,137.222,54:6c:eb:b3:b7:44
4,-52.0,24.0,50:5a:65:f7:43:a7
4,-48.5,24.0,50:c2:e8:16:5c:63
4,-51.75,24.0,b0:a4:60:d7:99:b6
4,-52.0,24.0,0c:d2:92:fe:4f:70
5,-59.4,24.0,80:ce:b9:d9:06:39
5,-62.2,24.0,28:c2:1f:77:df:6a
5,-54.4,24.0,00:45:e2:19:47:67
5,-58.2,24.0,18:e7:b0:e3:00:f2
5,-50.6,24.0,14:d4:24:8e:e2:65
5,-70.6,24.0,20:e4:6f:9f:e1:b3
5,-52.6,24.0,6e:39:05:bb:fa:36
5,-52.8,24.0,fc:d4:36:0e:6f:99
5,-49.2,24.0,54:6c:eb:7a:e4:c8
5,-52.6,24.0,f2:6d:28:6f:00:28
5,-66.0,24.0,2c:a7:ef:02:0e:23
5,-66.8,24.0,14:1a:97:a5:6f:79
5,-49.4,24.0,50:76:af:05:b6:b7
5,-49.2,24.0,f2:6d:22:ff:00:28
5,-52.6,24.0,14:13:33:15:9d:cd
5,-67.0,24.0,5c:50:d9:c6:36:ad
5,-51.4,24.0,f2:77:ae:1f:00:28
5,-67.2,24.0,28:ea:2d:a9:94:e2
5,-54.2,24.0,f2:6d:1f:0f:00:28
5,-60.6,1.9,92:02:38:37:2a:8e
5,-53.2,24.0,28:cd:c4:cc:a2:b9
5,-47.4,24.0,d4:1b:81:6c:62:2d
5,-52.0,24.0,a8:8f:d9:31:97:9c
5,-66.2,24.0,9c:28:f7:f6:8a:1c
5,-71.0,24.0,fc:aa:b6:6a:75:52
5,-66.8,24.0,90:8c:43:dd:02:56
5,-52.2,24.0,f2:c5:4f:5f:00:28
5,-69.0,1.0,02:18:f4:32:f1:59
5,-52.4,24.0,f2:76:18:8f:00:28
5,-62.4,24.0,b0:e5:ef:77:20:81
5,-50.4,24.0,5c:62:8b:d7:46:54
5,-61.8,24.0,f8:ab:82:be:76:10
5,-52.2,24.0,34:7d:f6:0c:57:f1
5,-48.6,24.0,f2:6d:24:1f:00:28
5,-64.2,24.0,68:db:f5:3f:de:9b
5,-50.0,24.0,4c:03:4f:4d:9a:81
5,-60.4,24.0,a0:fb:c5:0f:47:f1
5,-48.8,24.0,f2:76:17:6f:00:28
5,-50.0,24.0,1a:8b:7a:20:ed:24
5,-67.0,24.0,ee:c5:5b:e7:87:5d
5,-50.4,24.0,74:4c:a1:7a:b9:29
5,-51.2,24.0,90:0f:0c:78:af:bd
5,-52.0,24.0,a0:78:17:83:86:98
5,-50.8,24.0,f2:c5:51:9f:00:28
5,-70.8,24.0,c4:c3:6b:3b:c9:ec
5,-62.8,1.0,44:d5:cc:fd:f6:6d
5,-63.0,24.0,b4:ae:c1:59:ec:39
5,-49.6,24.0,40:25:c2:64:15:20
5,-58.2,79.8,a4:42:3b:0e:59:39
5,-53.4,24.0,dc:21:5c:8e:62:f5
5,-48.2,24.0,86:70:ff:ab:e0:90
5,-62.8,24.0,d8:dc:40:5d:d0:d0
5,-50.6,24.0,f2:6d:12:4f:00:28
5,-48.2,24.0,8a:64:c5:ee:fb:eb
5,-72.2,24.0,44:00:49:3b:2b:58
5,-51.8,24.0,f2:6d:19:9f:00:28
5,-56.2,24.0,94:3a:91:52:d0:9e
5,-55.4,24.0,a8:93:4a:2a:b6:79
5,-49.8,24.0,40:1a:58:0f:aa:19
5,-66.2,24.0,b0:6e:72:22:0b:69
5,-70.2,24.0,cc:69:fa:5d:ce:df
5,-52.0,24.0,f2:6d:2b:cf:00:28
5,-60.4,24.0,08:84:9d:06:e9:8c
5,-51.6,24.0,88:e9:fe:53:19:1a
5,-53.6,135.7776,4c:79:6e:3e:2c:ef
5,-48.0,24.0,f2:6d:19:0f:00:28
5,-49.4,24.0,e6:d3:0e:91:05:b5
5,-66.8,24.0,f2:6d:24:df:00:3c
5,-55.6,1.9,aa:a4:8a:85:dc:b4
5,-52.6,24.0,fa:d8:c5:d0:88:e5
5,-47.0,24.0,5c:ba:ef:5f:5f:a7
5,-65.0,24.0,68:4a:e9:94:0d:b0
5,-49.0,24.0,f2:76:10:1f:00:28
5,-50.8,24.0,14:d4:24:55:39:9f
6,-51.0,24.0,f2:6d:1d:bf:00:28
6,-59.833333333333336,24.0,a4:c6:f0:5f:7d:35
6,-68.5,24.0,4c:6b:e8:aa:30:42
6,-47.5,24.0,1e:9d:ac:99:81:8c
6,-57.666666666666664,10.333333333333334,dc:21:5c:b1:dd:70
6,-63.0,24.0,14:dd:9c:cc:dc:8f
6,-50.833333333333336,24.0,f2:76:20:cf:00:28
6,-53.666666666666664,24.0,34:cf:f6:96:4a:01
6,-49.833333333333336,24.0,f2:6d:0f:1f:00:28
6,-50.166666666666664,24.0,f2:c5:4b:cf:00:28
6,-58.0,24.0,b2:5e:c0:09:e2:3c
6,-64.83333333333333,24.0,48:9d:d1:3f:28:19
6,-66.5,24.0,d0:49:7c:02:21:5d
6,-66.0,24.0,14:94:6c:0d:35:f6
6,-47.333333333333336,24.0,38:d5:7a:99:63:99
6,-52.0,24.0,f2:c5:50:7f:00:28
6,-50.166666666666664,24.0,50:eb:71:2d:8b:c4
6,-67.83333333333333,24.0,f2:6d:1d:5f:00:3c
6,-52.166666666666664,24.0,f2:78:17:7f:00:28
6,-46.666666666666664,24.0,f4:f5:24:b0:b0:be
6,-70.5,24.0,a8:4a:28:f0:1a:09
6,-69.16666666666667,24.0,3c:19:5e:1d:02:48
6,-71.33333333333333,24.0,f2:78:be:2f:00:3c
6,-61.5,24.0,a8:51:ab:85:77:dc
6,-54.166666666666664,130.24066666666667,c4:75:ab:3c:c7:56
6,-71.5,24.0,3c:6d:89:97:18:e3
6,-62.833333333333336,24.0,a0:78:17:c0:68:3b
6,-53.333333333333336,24.0,7c:70:db:e3:b0:16
6,-55.0,24.0,cc:6b:1e:a0:34:09
6,-70.66666666666667,24.0,bc:89:a7:53:37:38
6,-68.33333333333333,24.0,36:b0:c5:5b:ec:0f
6,-52.166666666666664,24.0,f8:9e:94:0f:1b:7b
6,-70.33333333333333,24.0,94:8a:c6:7c:1c:19
6,-48.833333333333336,24.0,f2:d1:20:5f:00:28
6,-49.333333333333336,24.0,fa:6c:55:ca:9c:68
6,-51.5,24.0,f2:c5:4f:8f:00:28
6,-62.666666666666664,24.0,2c:be:eb:60:d3:22
6,-50.166666666666664,24.0,f2:76:2b:1f:00:28
6,-62.666666666666664,24.0,2c:be:eb:35:1b:ea
6,-71.66666666666667,24.0,44:ae:ab:66:50:3d
6,-66.83333333333333,24.0,c8:2a:dd:9d:c3:68
6,-55.0,24.0,f2:78:0b:4f:00:28
6,-49.0,24.0,a0:80:69:be:71:c0
6,-64.83333333333333,24.0,20:a6:0c:af:e7:0e
6,-51.0,24.0,f2:76:16:df:00:28
6,-63.833333333333336,24.0,98:b8:bc:29:cf:61
6,-50.0,24.0,f2:77:ad:5f:00:28
6,-65.33333333333333,24.0,3c:20:f6:d1:91:91
6,-50.0,24.0,f2:76:18:ef:00:28
6,-65.0,24.0,f2:76:12:8f:00:3c
6,-66.66666666666667,24.0,e4:ec:e8:b0:ba:36
6,-51.5,24.0,00:45:e2:ab:ed:39
6,-47.5,24.0,34:2e:b7:94:6a:b5
6,-50.833333333333336,24.0,5c:ba:ef:5d:14:c1
6,-49.333333333333336,24.0,f2:6d:18:df:00:28
6,-53.5,24.0,10:b5:88:53:5b:fa
6,-49.833333333333336,24.0,f0:9e:4a:7f:41:94
6,-53.5,61.74066666666666,20:1e:88:52:ee:c3
6,-50.333333333333336,24.0,28:cd:c4:c2:fe:cb
6,-67.5,24.0,10:52:1c:02:87:aa
6,-52.666666666666664,24.0,90:e8:68:25:cf:c7
6,-50.5,24.0,3c:06:30:29:d5:07
6,-49.666666666666664,24.0,bc:6e:e2:74:67:2e
6,-49.166666666666664,24.0,f2:6d:27:7f:00:28
6,-49.333333333333336,24.0,c8:94:02:aa:61:0d
6,-55.666666666666664,1.75,66:ef:f1:fa:3b:7b
6,-50.666666666666664,24.0,f2:76:12:bf:00:28
6,-51.166666666666664,24.0,14:18:c3:87:6b:80
6,-50.5,24.0,90:32:4b:14:f1:3d
6,-51.5,24.0,74:40:bb:e6:78:d9
6,-67.16666666666667,24.0,d4:8a:39:f0:e1:32
6,-51.5,24.0,60:e9:aa:cf:db:91
6,-63.333333333333336,24.0,a0:d7:95:97:66:bf
6,-51.166666666666664,24.0,38:d5:7a:06:b8:fd
6,-50.666666666666664,24.0,f8:89:d2:79:5e:a1
6,-67.83333333333333,47.42585,14:4e:00:00:14:4e
6,-50.5,24.0,78:af:08:05:a9:42
6,-52.166666666666664,24.0,9c:2f:9d:57:0e:03
6,-49.5,24.0,1c:57:dc:77:a9:57
6,-50.0,24.0,f2:d1:21:4f:00:28
6,-50.666666666666664,24.0,f2:6d:2b:9f:00:28
6,-63.833333333333336,24.0,98:b3:79:37:ec:10
6,-57.166666666666664,24.0,7c:21:4a:3a:f8:3b
6,-51.333333333333336,24.0,f2:6d:22:3f:00:28
6,-65.66666666666667,1.0,74:f2:fa:72:7d:14
6,-50.0,24.0,4c:d5:77:86:ed:b1
6,-71.33333333333333,24.0,f2:78:5f:7f:00:3c
6,-54.666666666666664,88.58333333333333,a0:29:42:41:66:cb
6,-68.83333333333333,24.0,20:37:a5:66:73:28
6,-52.0,24.0,f2:c5:4d:df:00:28
6,-50.833333333333336,24.0,04:c8:07:19:5c:f2
6,-51.0,24.0,5c:5f:67:48:8e:24
6,-48.333333333333336,24.0,50:c2:e8:d1:0d:d9
6,-48.5,24.0,b4:6d:83:7b:5f:e3
6,-49.666666666666664,24.0,34:e9:11:aa:98:99
6,-53.5,24.0,b4:8c:9d:e7:db:d1
6,-51.0,24.0,f2:77:ae:7f:00:28
6,-63.666666666666664,24.0,a4:c6:9a:c9:bf:13
6,-61.5,24.0,e8:f7:91:a1:bd:9e
6,-51.0,24.0,fc:01:7c:7f:ae:b9
6,-49.833333333333336,24.0,a2:83:ef:f6:78:ed
6,-47.666666666666664,24.0,ee:75:62:db:83:75
6,-51.333333333333336,24.0,f2:76:16:1f:00:28
6,-54.333333333333336,24.0,f2:c5:4d:7f:00:28
6,-49.666666666666664,24.0,f2:78:19:bf:00:28
6,-59.166666666666664,24.0,74:73:b4:91:7f:a6
6,-52.833333333333336,24.0,90:cc:df:c6:5a:93
6,-48.5,24.0,f2:6d:1c:9f:00:28
6,-49.166666666666664,24.0,f2:d1:21:7f:00:28
6,-71.5,24.0,8c:f1:12:98:29:c4
6,-49.166666666666664,24.0,f2:78:5f:1f:00:28
6,-49.333333333333336,24.0,f2:d1:20:bf:00:28
6,-62.166666666666664,24.0,64:a2:f9:92:e6:53
6,-54.5,24.0,94:08:53:53:04:7f
6,-66.66666666666667,24.0,f2:78:18:6f:00:3c
6,-49.333333333333336,24.0,64:6c:80:2b:2b:ad
6,-53.833333333333336,24.0,f2:76:2a:5f:00:28
6,-63.5,24.0,60:3a:af:12:41:46
7,-68.85714285714286,24.0,20:e8:74:39:80:e0
7,-51.857142857142854,24.0,f2:78:5e:5f:00:28
7,-52.0,24.0,f2:76:16:af:00:28
7,-53.42857142857143,24.0,b4:8c:9d:d2:1c:c5
7,-68.85714285714286,24.0,8c:7a:aa:5e:b7:3f
7,-51.857142857142854,24.0,f2:76:0f:2f:00:28
7,-49.142857142857146,24.0,b0:a4:60:74:a8:c4
7,-51.57142857142857,24.0,f2:6d:29:bf:00:28
7,-65.14285714285714,24.0,04:ba:8d:2a:c1:8a
7,-50.714285714285715,24.0,f2:c5:4f:ef:00:28
7,-71.57142857142857,24.0,18:e7:b0:4c:f4:24
7,-51.857142857142854,24.0,c4:75:ab:f2:f1:b1
7,-51.42857142857143,24.0,f2:c5:4b:9f:00:28
7,-50.714285714285715,24.0,b4:0e:de:d2:e6:3c
7,-65.0,24.0,50:e7:b7:0b:d6:27
7,-50.0,24.0,f2:6d:14:5f:00:28
7,-65.57142857142857,24.0,e4:84:d3:b7:42:fa
7,-67.57142857142857,24.0,a8:ab:b5:46:ca:36
7,-50.714285714285715,24.0,f2:c5:4d:af:00:28
7,-69.85714285714286,24.0,8c:7a:aa:62:9d:a3
7,-65.28571428571429,24.0,5c:10:c5:46:6d:f4
7,-67.57142857142857,24.0,74:f2:fa:b7:00:f8
7,-64.85714285714286,24.0,04:bd:bf:02:d6:a2
7,-52.714285714285715,24.0,b0:be:83:15:82:d9
7,-65.0,24.0,c2:98:87:14:c4:f4
7,-67.57142857142857,24.0,10:ec:81:fb:8f:d7
7,-71.42857142857143,24.0,18:19:d6:5d:dc:2c
7,-61.57142857142857,24.0,10:ec:81:7d:07:5c
7,-50.42857142857143,24.0,e8:d0:fc:93:ef:8f
7,-67.14285714285714,24.0,58:73:d8:19:4c:41
7,-68.0,24.0,48:74:12:8a:09:9b
7,-49.714285714285715,24.0,a4:6b:b6:14:03:07
7,-71.57142857142857,24.0,5c:17:cf:6f:ed:3f
7,-54.57142857142857,24.0,ac:cc:fc:c3:b9:62
7,-75.0,24.0,c4:0a:cb:25:e6:30
7,-71.42857142857143,24.0,80:04:5f:e7:19:b7
7,-49.857142857142854,24.0,0c:e4:41:f1:29:fb
7,-71.42857142857143,24.0,74:42:8b:2d:24:d2
7,-57.42857142857143,24.0,b6:1d:28:2e:ec:8e
7,-68.42857142857143,24.0,d0:49:7c:04:07:29
7,-64.85714285714286,24.0,5c:66:6c:a5:a3:af
7,-47.0,24.0,ca:ae:71:90:8e:c3
7,-48.42857142857143,24.0,28:cd:c4:1d:c8:2f
7,-67.57142857142857,24.0,bc:09:63:1e:27:40
7,-49.0,24.0,74:4c:a1:92:07:e3
7,-49.714285714285715,24.0,c8:5e:a9:f4:e1:24
7,-51.714285714285715,24.0,f2:6d:1d:8f:00:28
7,-59.714285714285715,24.0,f2:6d:28:ff:00:3c
7,-50.714285714285715,24.0,f2:6d:0e:5f:00:28
7,-66.42857142857143,24.0,f2:76:2a:ef:00:3c
7,-48.714285714285715,24.0,c8:94:02:a8:2b:a1
7,-50.714285714285715,24.0,f2:6d:23:2f:00:28
7,-70.85714285714286,24.0,7c:c0:6f:50:3a:18
7,-49.857142857142854,24.0,f2:6d:1f:9f:00:28
7,-50.0,24.0,5c:e4:2a:0b:21:97
7,-51.285714285714285,24.0,f2:76:18:5f:00:28
7,-48.42857142857143,24.0,b4:8c:9d:ad:3c:b7
7,-70.42857142857143,24.0,e4:ec:e8:70:09:bf
7,-52.0,24.0,f2:78:bd:9f:00:28
7,-71.28571428571429,24.0,c8:58:95:a7:e3:b7
7,-64.28571428571429,24.0,a4:90:ce:27:1a:e2
7,-65.28571428571429,24.0,4c:2e:b4:24:ed:01
7,-50.285714285714285,24.0,f2:6d:0e:8f:00:28
7,-52.714285714285715,24.0,f2:6d:1c:6f:00:28
7,-50.0,24.0,f2:6d:19:ff:00:28
7,-66.28571428571429,24.0,ac:45:00:09:1c:6a
7,-48.714285714285715,24.0,f2:78:5e:2f:00:28
7,-70.71428571428571,24.0,bc:1d:89:64:bc:8b
7,-67.71428571428571,24.0,f2:6d:1e:4f:00:3c
7,-49.714285714285715,24.0,f2:76:0f:5f:00:28
7,-50.57142857142857,24.0,f2:c5:4e:0f:00:28
7,-49.0,24.0,34:2e:b7:78:5a:d2
7,-58.0,24.0,48:74:12:92:b1:3d
7,-51.714285714285715,24.0,f2:76:0f:8f:00:28
7,-64.0,24.0,40:4d:7f:87:de:b3
7,-68.0,24.0,5c:17:cf:9f:45:9c
7,-51.285714285714285,24.0,f2:6d:28:0f:00:28
7,-51.857142857142854,24.0,f2:6d:1e:4f:00:28
7,-51.714285714285715,24.0,f2:76:1b:ef:00:28
7,-51.714285714285715,24.0,34:2e:b7:1a:ff:ae
7,-66.0,24.0,04:68:65:0c:7a:5d
7,-55.857142857142854,24.0,84:1b:77:2e:8e:f7
7,-50.0,24.0,f2:6d:24:af:00:28
7,-50.142857142857146,24.0,dc:f5:05:ed:24:49
7,-49.857142857142854,24.0,f2:78:5e:bf:00:28
7,-57.857142857142854,24.0,3c:19:5e:78:a4:5e
7,-51.42857142857143,24.0,f2:6d:11:8f:00:28
7,-52.714285714285715,24.0,f2:6d:1a:ef:00:28
7,-52.142857142857146,24.0,0a:ee:65:29:6f:75
7,-51.714285714285715,24.0,f2:78:5d:ff:00:28
7,-53.42857142857143,24.0,20:4e:f6:47:5f:91
7,-50.57142857142857,24.0,f2:6d:25:0f:00:28
7,-53.57142857142857,24.0,50:e0:85:bc:a8:09
7,-49.285714285714285,24.0,f2:6d:13:6f:00:28
7,-50.57142857142857,24.0,f2:6d:0e:ef:00:28
7,-50.0,24.0,f2:6d:19:3f:00:28
7,-51.714285714285715,24.0,84:14:4d:b2:be:c5
7,-52.42857142857143,24.0,f2:76:15:ef:00:28
7,-51.285714285714285,24.0,f2:78:5f:7f:00:28
8,-52.0,24.0,0a:05:84:3e:e6:bb
8,-68.75,24.0,f2:76:13:7f:00:3c
8,-66.5,24.0,30:bb:7d:21:61:3d
8,-49.25,24.0,f2:76:0d:df:00:28
8,-58.5,24.0,3c:19:5e:eb:cb:a0
8,-51.625,24.0,f2:78:bf:4f:00:28
8,-50.25,24.0,f2:ca:a9:ff:00:28
8,-51.0,24.0,2c:3b:70:e4:e3:6f
8,-50.875,24.0,f2:6d:12:7f:00:28
8,-53.25,24.0,30:05:05:b0:dc:d6
8,-68.625,24.0,28:ea:2d:a6:02:14
8,-51.375,24.0,a4:fc:77:41:04:39
8,-52.125,24.0,e8:fb:1c:c0:76:3f
8,-52.125,24.0,f2:78:0a:8f:00:28
8,-67.25,24.0,24:95:2f:b4:de:73
8,-65.0,24.0,20:32:c6:03:44:fa
8,-64.25,24.0,a8:8f:d9:c3:1f:fd
8,-51.0,24.0,e4:02:9b:16:a0:c6
8,-51.625,24.0,f2:78:5e:ef:00:28
8,-52.75,24.0,f2:d1:21:af:00:28
8,-67.75,24.0,38:8f:30:4b:74:ff
8,-50.375,24.0,3c:f0:11:e9:b3:8f
8,-57.25,24.0,b0:68:e6:0c:06:ff
